Titulo,Link,precio_normal,precio_online,precio_tarjeta_oh,disponible,marca,link_imagen,tarjeta,sku,teclado_iluminado,lector_de_huella,camara_web,conectividad,bluetooh,disco_duro,cantidad_entrada_hdmi,cantidad_entrada_usb,garantia,ram,modelo,procesador,velocidad_del_procesador,resolucion_pantalla,sistema_operativo,tamaño_de_pantalla,tarjeta_de_video,tipo_de_pantalla,pantalla_touch,bateria,duracion_bateria,tipo_producto,parlantes,largo_cm,ancho_cm,espesor_cm,peso_kg,disponibilidad
"Laptop LG Gram 17"" Quartz Silver (Plateado)",https://www.oechsle.pe/laptop-lg-gram-17--quartz-silver--plateado--1000240717/p,"S/. 12,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator 17 17.3""",https://www.oechsle.pe/laptop-msi-creator-17-17-3--1000240716/p,"S/. 13,839.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1030 G8 13.3"" Multi-Touch 2 en 1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1030-g8-13-3--multi-touch-2-en-1--solo-wi-fi--1000240713/p,"S/. 18,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga 6ta Gen 14"" Multi-Touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-6ta-gen-14--multi-touch-2-en-1-storm-gray--gris--1000240707/p,"S/. 12,559.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Yoga 2da Gen 13.3"" Multi-Touch 2-en-1 Negro con Premier Support de 3 a... - Laptop Lenovo ThinkPad X13 Yoga 2da Gen 13.3"" Multi-Touch 2-en-1 Negro con Premier Support de 3 años",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-yoga-2da-gen-13-3--multi-touch-2-en-1-negro-con-premier-support-de-3-a----1000240701/p,"S/. 13,839.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Panasonic CF20 Toughbook 10.1"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-panasonic-cf20-toughbook-10-1--multi-touch-2-en-1-1000240700/p,"S/. 27,069.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 9na Gen 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-9na-gen-14--1000240697/p,"S/. 15,189.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1030 G8 13.3"" Multi-Touch 2 en 1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1030-g8-13-3--multi-touch-2-en-1--solo-wi-fi--1000240696/p,"S/. 14,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit E13FlipEvo 2-in-1 13.4"" Ink Black (Negra)",https://www.oechsle.pe/laptop-msi-summit-e13flipevo-2-in-1-13-4--ink-black--negra--1000240694/p,"S/. 11,639.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000240691/p,"S/. 13,839.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Zenbook 14 UX425EA-EH71 14""",https://www.oechsle.pe/laptop-asus-zenbook-14-ux425ea-eh71-14--1000240690/p,"S/. 7,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Panasonic CF20 Toughbook 10.1"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-panasonic-cf20-toughbook-10-1--multi-touch-2-en-1-1000240689/p,"S/. 28,329.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1040 G7 14"" Multi-Touch 2-en-1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1040-g7-14--multi-touch-2-en-1--solo-wi-fi--1000240686/p,"S/. 12,289.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E14 3ra Generación 14"" Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-e14-3ra-generacion-14--negro-1000240685/p,"S/. 6,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga 6ta Gen Multi-touch 2-en-1 14"" Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-6ta-gen-multi-touch-2-en-1-14--storm-gray--gris--1000240682/p,"S/. 13,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1040 G8 14"" Multi-Touch 2-en-1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1040-g8-14--multi-touch-2-en-1--solo-wi-fi--1000240681/p,"S/. 13,479.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Chromebook 11 3100 32GB 11.6"" Multi-touch 2-en-1",https://www.oechsle.pe/laptop-dell-chromebook-11-3100-32gb-11-6--multi-touch-2-en-1-1000240680/p,"S/. 3,509.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 15P G2 ITH 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkbook-15p-g2-ith-15-6--1000240673/p,"S/. 10,369.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga 6ta Gen 14"" Multi-touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-6ta-gen-14--multi-touch-2-en-1-storm-gray--gris--1000240670/p,"S/. 16,859.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Elite Dragonfly Max 13.3"" Multi-Touch 2-en-1 13.3""(solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elite-dragonfly-max-13-3--multi-touch-2-en-1-13-3--solo-wi-fi--1000240668/p,"S/. 17,289.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 17 17""",https://www.oechsle.pe/laptop-lg-gram-17-17--1000240666/p,"S/. 11,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Panasonic Toughbook 55 Multi-Touch 14""",https://www.oechsle.pe/laptop-panasonic-toughbook-55-multi-touch-14--1000240661/p,"S/. 43,919.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 830 G8 13.3"" Multi-Touch 2-en-1 (Wi-Fi + 4G LTE)",https://www.oechsle.pe/laptop-hp-elitebook-x360-830-g8-13-3--multi-touch-2-en-1--wi-fi---4g-lte--1000240654/p,"S/. 14,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 630 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-630-g8-13-3--1000240652/p,"S/. 9,819.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 830 G8 13.3"" Multi-Touch 2-en-1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-830-g8-13-3--multi-touch-2-en-1--solo-wi-fi--1000240651/p,"S/. 11,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Zenbook Flip 13 OLED  13.3"" Multi-touch 2-en-1",https://www.oechsle.pe/laptop-asus-zenbook-flip-13-oled--13-3--multi-touch-2-en-1-1000240646/p,"S/. 7,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo 300E 11.6"" Multi-Touch 2-en-1 2da Generación",https://www.oechsle.pe/laptop-lenovo-300e-11-6--multi-touch-2-en-1-2da-generacion-1000240645/p,"S/. 3,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 9na Gen 14"" Multi-touch",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-9na-gen-14--multi-touch-1000240639/p,"S/. 15,459.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook x360 1030 G8 13.3"" Multi-Touch 2 en 1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1030-g8-13-3--multi-touch-2-en-1--solo-wi-fi--1000240623/p,"S/. 12,989.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad L13 Yoga 2da Generación 13.3"" Multi-Touch 2-en-1 Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-l13-yoga-2da-generacion-13-3--multi-touch-2-en-1-negro-1000240620/p,"S/. 11,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook  S14 S433EA-DH51-WH 14"" Dreamy White (Blanco)",https://www.oechsle.pe/laptop-asus-vivobook--s14-s433ea-dh51-wh-14--dreamy-white--blanco--1000240612/p,"S/. 5,479.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Panasonic CF20 Toughbook 10.1"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-panasonic-cf20-toughbook-10-1--multi-touch-2-en-1-1000240610/p,"S/. 23,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Ideapad FLEX 3 11IGL05 Multi-Touch 2-En-1 11.6"" Platinum Grey (Gris)",https://www.oechsle.pe/laptop-ideapad-flex-3-11igl05-multi-touch-2-en-1-11-6--platinum-grey--gris--1000240608/p,"S/. 2,019.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5320 13.3"" 2-en-1 Multi-Touch",https://www.oechsle.pe/laptop-dell-latitude-5320-13-3--2-en-1-multi-touch-1000240604/p,"S/. 11,509.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Generación 13.3"" Villi Black (Negro)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-generacion-13-3--villi-black--negro--1000240603/p,"S/. 11,909.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 9na Generación 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-9na-generacion-14--1000240587/p,"S/. 14,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus 16 ProArt StudioBook Series 16""",https://www.oechsle.pe/laptop-asus-16-proart-studiobook-series-16--1000240570/p,"S/. 17,369.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Elite Folio X2 G8 13.5 "" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-hp-elite-folio-x2-g8-13-5---multi-touch-2-en-1-1000240569/p,"S/. 14,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus ProArt StudioBook Series 16""",https://www.oechsle.pe/laptop-asus-proart-studiobook-series-16--1000240560/p,"S/. 35,689.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3520 15.6""",https://www.oechsle.pe/laptop-dell-latitude-3520-15-6--1000240559/p,"S/. 5,389.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Studio Microsoft 14.4"" Multi-touch Surface Platino",https://www.oechsle.pe/laptop-studio-microsoft-14-4--multi-touch-surface-platino-1000240556/p,"S/. 10,259.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1030 G8 13.3"" Multi-Touch 2 en 1  (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1030-g8-13-3--multi-touch-2-en-1---solo-wi-fi--1000240554/p,"S/. 14,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Nano 1ra Generación 13"" Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-nano-1ra-generacion-13--negro-1000240553/p,"S/. 12,279.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7420 14"" Aluminio",https://www.oechsle.pe/laptop-dell-latitude-7420-14--aluminio-1000240544/p,"S/. 14,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Yoga 13.3"" 2da Generación Multi-touch 2-en-1 Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-yoga-13-3--2da-generacion-multi-touch-2-en-1-negro-1000240541/p,"S/. 15,329.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Pavilion 15-EG0076NR 15.6"" Multi-Touch Ceramic White and Natural Silver (Blanco y Gris)",https://www.oechsle.pe/laptop-hp-pavilion-15-eg0076nr-15-6--multi-touch-ceramic-white-and-natural-silver--blanco-y-gris--1000240534/p,"S/. 5,819.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 15.6"" Quartz Silver (Plateado)",https://www.oechsle.pe/laptop-lg-gram-15-6--quartz-silver--plateado--1000239423/p,"S/. 12,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EB645 G9 Ryzen 5 Pro 5675U 16-512 Radeon Windows 11 Pro 14""",https://www.oechsle.pe/laptop-hp-eb645-g9-ryzen-5-pro-5675u-16-512-radeon-windows-11-pro-14---1000239422/p,"S/. 9,539.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 15.6"" Mystic Blue (Azul)",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-15-6--mystic-blue--azul--1000239421/p,"S/. 5,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 845 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-845-g8-14--1000239420/p,"S/. 15,039.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 455 G9 15.6""",https://www.oechsle.pe/laptop-hp-probook-455-g9-15-6--1000239419/p,"S/. 8,119.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Gen 13.3"" Villi Black (Negro)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-gen-13-3--villi-black--negro--1000239417/p,"S/. 9,689.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 16"" Negro",https://www.oechsle.pe/laptop-lg-gram-16--negro-1000239415/p,"S/. 9,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5320 13.3""",https://www.oechsle.pe/laptop-dell-latitude-5320-13-3--1000239414/p,"S/. 12,859.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 440 G8 14"" (HP Pro Security Edition con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-440-g8-14---hp-pro-security-edition-con-servicio-de-seguridad-de-1-a%c3%b1o--1000239413/p,"S/. 8,119.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 855 G8 15.6""",https://www.oechsle.pe/laptop-hp-elitebook-855-g8-15-6--1000239412/p,"S/. 12,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5421  14""",https://www.oechsle.pe/laptop-dell-latitude-5421--14--1000239409/p,"S/. 16,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14""ProBook 440 G8 (HP Pro Security Edition con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-14-probook-440-g8--hp-pro-security-edition-con-servicio-de-seguridad-de-1-a%c3%b1o--1000239404/p,"S/. 6,889.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG 15ZT90P-G.AX33U1  15"" 1920 X 1080 Panel IPS",https://www.oechsle.pe/laptop-lg-15zt90p-g-ax33u1--15--1920-x-1080-panel-ips-1000239403/p,"S/. 8,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3520 15.6"" Gris",https://www.oechsle.pe/laptop-dell-latitude-3520-15-6--gris-1000239402/p,"S/. 7,439.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG 14ZT90P-G.AX13U1  14.0"" 1920 X 1080 Panel IPS",https://www.oechsle.pe/laptop-lg-14zt90p-g-ax13u1--14-0--1920-x-1080-panel-ips-1000239401/p,"S/. 6,589.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-touch Surface 15"" Negro Mate",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-15--negro-mate-1000239400/p,"S/. 8,829.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Zenbook Pro 15  15.6"" Pine Gray (Gris)",https://www.oechsle.pe/laptop-asus-zenbook-pro-15--15-6--pine-gray--gris--1000239399/p,"S/. 8,349.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 Aero G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-aero-g8-14--1000239398/p,"S/. 15,749.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-Touch Surface 13.5"" Ice Blue, Alcantara",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-13-5--ice-blue-alcantara-1000239397/p,"S/. 10,189.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook 15 F512DA 15.6"" Ryzen 5, 8GB DDR4, 512GB SSD, Radeon Vega 8 Gris Pizarra",https://www.oechsle.pe/laptop-asus-vivobook-15-f512da-15-6--ryzen-5-8gb-ddr4-512gb-ssd-radeon-vega-8-gris-pizarra-1000239381/p,"S/. 4,269.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Core Innovations CLT146401 Series 14.1"" Negro",https://www.oechsle.pe/laptop-core-innovations-clt146401-series-14-1--negro-1000239378/p,"S/. 2,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Gen 2 13.3"" Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-gen-2-13-3--storm-gray--gris--1000239374/p,"S/. 9,549.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 650 G8 15.6""",https://www.oechsle.pe/laptop-hp-probook-650-g8-15-6--1000239371/p,"S/. 13,419.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 850 G8 15.6""",https://www.oechsle.pe/laptop-hp-elitebook-850-g8-15-6--1000239368/p,"S/. 13,849.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad L13 Gen 2 Multi-Touch  13.3"" Plateado",https://www.oechsle.pe/laptop-lenovo-thinkpad-l13-gen-2-multi-touch--13-3--plateado-1000239365/p,"S/. 9,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 Gen 3 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-gen-3-15-6--1000239362/p,"S/. 5,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad Slim 7 14.2"" Multi-touch Cloud Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-ideapad-slim-7-14-2--multi-touch-cloud-gray--gris--1000239359/p,"S/. 9,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P 15.6"" 2da Gen Negro con 3 años de Premier Support",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-15-6--2da-gen-negro-con-3-a%c3%b1os-de-premier-support-1000239356/p,"S/. 15,939.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Core Innovatioons CLT136401 Series 14"" Negro",https://www.oechsle.pe/laptop-core-innovatioons-clt136401-series-14--negro-1000239345/p,"S/. 2,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer TUF Gaming F15 Series 15.6"" Eclipse Gray (Gris)",https://www.oechsle.pe/laptop-gamer-tuf-gaming-f15-series-15-6--eclipse-gray--gris--1000239339/p,"S/. 8,849.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-Touch Surface 13.5"" Sandstone, Metal",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-13-5--sandstone-metal-1000239336/p,"S/. 10,539.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7520 15.6"" Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7520-15-6--carbon-fiber-1000239333/p,"S/. 12,659.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 430 G8 13.3"" (edición HP Pro Security con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3---edicion-hp-pro-security-con-servicio-de-seguridad-de-1-a%c3%b1o--1000239331/p,"S/. 8,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 445 G9 14""",https://www.oechsle.pe/laptop-hp-probook-445-g9-14--1000239327/p,"S/. 6,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 15.6"" Mystic Silver",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-15-6--mystic-silver-1000239324/p,"S/. 5,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 850 G8  15.6""",https://www.oechsle.pe/laptop-hp-elitebook-850-g8--15-6--1000239319/p,"S/. 12,719.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000239316/p,"S/. 12,629.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s 2da Gen 14"" Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-2da-gen-14--storm-gray--gris--1000239234/p,"S/. 13,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-Touch Surface 13.5"" (Negro Mater, Metal)",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-13-5---negro-mater-metal--1000239231/p,"S/. 10,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5320 13.3""",https://www.oechsle.pe/laptop-dell-latitude-5320-13-3--1000239226/p,"S/. 10,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5520 15.6""",https://www.oechsle.pe/laptop-dell-latitude-5520-15-6--1000239225/p,"S/. 12,009.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s 2da Generación 14"" Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-2da-generacion-14--storm-gray--gris--1000239223/p,"S/. 11,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 13.3"" Mystic Silver (Plateado)",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-13-3--mystic-silver--plateado--1000239219/p,"S/. 5,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 830 G8  13.3""",https://www.oechsle.pe/laptop-hp-elitebook-830-g8--13-3--1000239215/p,"S/. 13,709.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 3ra Generación 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-3ra-generacion-15-6--1000239213/p,"S/. 6,629.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Ideapad 3i 17.3"" Artic Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-ideapad-3i-17-3--artic-gray--gris--1000239209/p,"S/. 4,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Probook 630 G8 13.3"" Multi-touch",https://www.oechsle.pe/laptop-hp-probook-630-g8-13-3--multi-touch-1000239207/p,"S/. 11,519.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000239204/p,"S/. 12,629.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Razer Book 13.4"" Mercury White (Blanco)",https://www.oechsle.pe/laptop-razer-book-13-4--mercury-white--blanco--1000239200/p,"S/. 14,419.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator 17  17.3""",https://www.oechsle.pe/laptop-msi-creator-17--17-3--1000239196/p,"S/. 16,649.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Zenbook 13 13.3""",https://www.oechsle.pe/laptop-asus-zenbook-13-13-3--1000239194/p,"S/. 6,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s Gen 2 14"" Multi-Touch Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-gen-2-14--multi-touch-storm-gray--gris--1000239193/p,"S/. 14,839.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP G8 255 15.6""",https://www.oechsle.pe/laptop-hp-g8-255-15-6--1000239191/p,"S/. 2,649.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EB655 G9 Ryzen 7 Pro 5875U 32-1TB Radeon Windows 11 Pro 14""",https://www.oechsle.pe/laptop-hp-eb655-g9-ryzen-7-pro-5875u-32-1tb-radeon-windows-11-pro-14---1000239188/p,"S/. 12,009.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus ZenBook S UX393EA-XB77T 13.9"" Multi-Touch",https://www.oechsle.pe/laptop-asus-zenbook-s-ux393ea-xb77t-13-9--multi-touch-1000239182/p,"S/. 12,149.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 Gen 3 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-gen-3-15-6--1000239180/p,"S/. 7,629.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
