Titulo,Link,precio_normal,precio_online,precio_tarjeta_oh,disponible,marca,link_imagen,tarjeta,sku,teclado_iluminado,lector_de_huella,camara_web,conectividad,bluetooh,disco_duro,cantidad_entrada_hdmi,cantidad_entrada_usb,garantia,ram,modelo,procesador,velocidad_del_procesador,resolucion_pantalla,sistema_operativo,tamaño_de_pantalla,tarjeta_de_video,tipo_de_pantalla,pantalla_touch,bateria,duracion_bateria,tipo_producto,parlantes,largo_cm,ancho_cm,espesor_cm,peso_kg,disponibilidad
"Laptop HP 14""ProBook 445 G8 (HP Pro Security Edition con servicio de seguridad profesional de 1 año",https://www.oechsle.pe/laptop-hp-14-probook-445-g8--hp-pro-security-edition-con-servicio-de-seguridad-profesional-de-1-a%c3%b1o-1000239178/p,"S/. 7,149.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3320 13.3"" Titan Grey (Gris)",https://www.oechsle.pe/laptop-dell-latitude-3320-13-3--titan-grey--gris--1000239177/p,"S/. 6,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 13.3"" Mystic Blue (Azul)",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-13-3--mystic-blue--azul--1000239175/p,"S/. 5,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Core Innovations 15.6"" Core Plateado",https://www.oechsle.pe/laptop-core-innovations-15-6--core-plateado-1000239172/p,"S/. 2,849.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo IdeaPad 3i Gris Arctic Gray (Gris),https://www.oechsle.pe/laptop-lenovo-ideapad-3i-gris-arctic-gray--gris--1000239170/p,"S/. 3,009.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 Gen 3 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-gen-3-15-6--1000239169/p,"S/. 7,789.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 855 G8 15.6""",https://www.oechsle.pe/laptop-hp-elitebook-855-g8-15-6--1000239167/p,"S/. 12,919.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 15 g3 ACL 15.6"" Gris",https://www.oechsle.pe/laptop-lenovo-thinkbook-15-g3-acl-15-6--gris-1000239166/p,"S/. 5,319.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5320 13.3""",https://www.oechsle.pe/laptop-dell-latitude-5320-13-3--1000239163/p,"S/. 9,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Hybook Hyundai 14.1"" Space Gray (Gris)",https://www.oechsle.pe/laptop-hybook-hyundai-14-1--space-gray--gris--1000239161/p,"S/. 2,309.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5421 14""",https://www.oechsle.pe/laptop-dell-latitude-5421-14--1000239160/p,"S/. 10,589.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 13.3"" Mystic Silver",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-13-3--mystic-silver-1000239158/p,"S/. 6,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 13.3"" Mystic Blue (Azul)",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-13-3--mystic-blue--azul--1000239155/p,"S/. 6,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Odyssey 15.6"" Mystic Black (Negro)",https://www.oechsle.pe/laptop-samsung-galaxy-book-odyssey-15-6--mystic-black--negro--1000239154/p,"S/. 11,099.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook  S14 S435 14""",https://www.oechsle.pe/laptop-asus-vivobook--s14-s435-14--1000239150/p,"S/. 7,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Gen 13.3"" Villi Black (Negro)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-gen-13-3--villi-black--negro--1000239149/p,"S/. 10,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7320 13.3"" Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7320-13-3--carbon-fiber-1000239147/p,"S/. 11,089.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Go 14"" Mystic Silver (Plateado)",https://www.oechsle.pe/laptop-samsung-galaxy-book-go-14--mystic-silver--plateado--1000239146/p,"S/. 2,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad Slim 7 14"" con asistencia para 1 año de atención premium Gris Pizarra",https://www.oechsle.pe/laptop-lenovo-ideapad-slim-7-14--con-asistencia-para-1-a%c3%b1o-de-atencion-premium-gris-pizarra-1000239143/p,"S/. 6,649.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator M16 A11UC-672 16""",https://www.oechsle.pe/laptop-msi-creator-m16-a11uc-672-16--1000239141/p,"S/. 10,949.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 455 G9 15.6""",https://www.oechsle.pe/laptop-hp-probook-455-g9-15-6--1000239139/p,"S/. 6,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P Gen 2 15.6"" Negro con 3 años de Premier Support",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-gen-2-15-6--negro-con-3-a%c3%b1os-de-premier-support--1000239137/p,"S/. 12,609.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad 3 15.6"" Multi-Touch Abyss Blue (Blue)",https://www.oechsle.pe/laptop-lenovo-ideapad-3-15-6--multi-touch-abyss-blue--blue--1000239136/p,"S/. 3,989.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000239135/p,"S/. 15,249.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 2da Gen 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-2da-gen-15-6--1000239133/p,"S/. 7,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EB645 G9 Ryzen 7 Pro 5875U 16-512 Radeon Windows 11 Pro 14""",https://www.oechsle.pe/laptop-hp-eb645-g9-ryzen-7-pro-5875u-16-512-radeon-windows-11-pro-14---1000239132/p,"S/. 10,239.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14""ProBook 640 G8 (Wi-Fi + 4G LTE)",https://www.oechsle.pe/laptop-hp-14-probook-640-g8--wi-fi---4g-lte--1000239130/p,"S/. 10,309.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Hacer Travelmate P2 TMP215 15.6""",https://www.oechsle.pe/laptop-hacer-travelmate-p2-tmp215-15-6--1000239128/p,"S/. 6,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 655 G9 15.6""",https://www.oechsle.pe/laptop-hp-elitebook-655-g9-15-6--1000239127/p,"S/. 9,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook 15 G3 ACL 15.6"" Gris",https://www.oechsle.pe/laptop-lenovo-thinkbook-15-g3-acl-15-6--gris-1000239124/p,"S/. 6,439.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 830 G8 13.3""",https://www.oechsle.pe/laptop-hp-elitebook-830-g8-13-3---1000239120/p,"S/. 14,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook S15 S533EA-DH51-RD 15.6"" Resolute Red (Rojo)",https://www.oechsle.pe/laptop-asus-vivobook-s15-s533ea-dh51-rd-15-6--resolute-red--rojo--1000239118/p,"S/. 5,459.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 430 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3--1000239117/p,"S/. 6,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5421 14""",https://www.oechsle.pe/laptop-dell-latitude-5421-14--1000239115/p,"S/. 15,339.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 440 G8 14"" Multi-touch",https://www.oechsle.pe/laptop-hp-probook-440-g8-14--multi-touch-1000239114/p,"S/. 7,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P GEN 2 15.6"" Negro  con 3 años de Premier Support",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-gen-2-15-6--negro--con-3-a%c3%b1os-de-premier-support-1000239113/p,"S/. 17,149.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E15 Gen 2 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e15-gen-2-15-6--1000239107/p,"S/. 6,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Pavilion 13-BB1010NR  13.3""",https://www.oechsle.pe/laptop-hp-pavilion-13-bb1010nr--13-3--1000239106/p,"S/. 5,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 15 G2 ITL 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkbook-15-g2-itl-15-6--1000239102/p,"S/. 5,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000239100/p,"S/. 13,139.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 Aero G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-aero-g8-14--1000239099/p,"S/. 16,319.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gigabyte Aero 16 YE5  I9-12900HK 32GB 3TB SSD RTX 3080 TI Windows 11 Pro 16""",https://www.oechsle.pe/laptop-gigabyte-aero-16-ye5--i9-12900hk-32gb-3tb-ssd-rtx-3080-ti-windows-11-pro-16---1000239096/p,"S/. 31,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook S15 S533EA-DH51-WH 15.6"" Dreamy White",https://www.oechsle.pe/laptop-asus-vivobook-s15-s533ea-dh51-wh-15-6--dreamy-white-1000239095/p,"S/. 5,249.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator 17 Series 17.3""",https://www.oechsle.pe/laptop-msi-creator-17-series-17-3--1000239094/p,"S/. 22,279.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro15.6"" Mystic Blue (Azul)",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro15-6--mystic-blue--azul--1000239093/p,"S/. 7,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-touch Surface 15"" Platino",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-15--platino-1000239092/p,"S/. 8,829.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s  2da Gen 14"" Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s--2da-gen-14--storm-gray--gris--1000239091/p,"S/. 13,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 845 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-845-g8-14--1000239090/p,"S/. 14,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Probook 430 G8 13.3"" Multi-touch",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3--multi-touch-1000239089/p,"S/. 6,869.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 630 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-630-g8-13-3--1000239088/p,"S/. 11,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P Gen 2 15.6"" Negro con 3 años de Premier Support",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-gen-2-15-6--negro-con-3-a%c3%b1os-de-premier-support-1000239086/p,"S/. 10,989.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 430 G8 13.3""",https://www.oechsle.pe/laptop-hp-probook-430-g8-13-3--1000239085/p,"S/. 5,639.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Gen 2 13.3"" con 3 años de Premier Support Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-gen-2-13-3--con-3-a%c3%b1os-de-premier-support-storm-gray--gris--1000238933/p,"S/. 12,129.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 15P G2 ITH  15.6""",https://www.oechsle.pe/laptop-lenovo-thinkbook-15p-g2-ith--15-6--1000238930/p,"S/. 7,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-touch Surface 15"" Negro Mate",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-15--negro-mate-1000238902/p,"S/. 15,549.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG  14ZT90P-G.AX33U1  14.0"" 1920 X 1080 Panel IPS",https://www.oechsle.pe/laptop-lg--14zt90p-g-ax33u1--14-0--1920-x-1080-panel-ips-1000238900/p,"S/. 7,429.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad T15P 15.6 2da Gen Negro con Premier Support de 3 años,https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-15-6-2da-gen-negro-con-premier-support-de-3-a%c3%b1os-1000238891/p,"S/. 11,659.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Ryzen Pro EB645 G9 5675U 16-512 Radeon Windows 11 Pro 14 """,https://www.oechsle.pe/laptop-hp-ryzen-pro-eb645-g9-5675u-16-512-radeon-windows-11-pro-14---1000238884/p,"S/. 9,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s 14"" 2da Gen Multi-Touch Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-14--2da-gen-multi-touch-storm-gray--gris--1000238881/p,"S/. 14,839.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3520 15.6""",https://www.oechsle.pe/laptop-dell-latitude-3520-15-6--1000238878/p,"S/. 5,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3420 14""",https://www.oechsle.pe/laptop-dell-latitude-3420-14--1000238875/p,"S/. 5,249.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000238872/p,"S/. 13,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 14 G 14 "" Mineral Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-g-14---mineral-gray--gris--1000238869/p,"S/. 5,739.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP G8 255 15.6""",https://www.oechsle.pe/laptop-hp-g8-255-15-6--1000238866/p,"S/. 4,479.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Hyundai Hybook 14.1"" Plata",https://www.oechsle.pe/laptop-hyundai-hybook-14-1--plata-1000238853/p,"S/. 1,949.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G8 15.6""",https://www.oechsle.pe/laptop-hp-250-g8-15-6--1000238851/p,"S/. 5,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Prestige 15 15.6"" Carbon Gray (Gris)",https://www.oechsle.pe/laptop-msi-prestige-15-15-6--carbon-gray--gris--1000238844/p,"S/. 9,539.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3420 14""",https://www.oechsle.pe/laptop-dell-latitude-3420-14--1000238832/p,"S/. 5,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 14 G2 14""Mineral Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-g2-14-mineral-gray--gris--1000238827/p,"S/. 5,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 855 G8 15.6""",https://www.oechsle.pe/laptop-hp-elitebook-855-g8-15-6--1000238825/p,"S/. 14,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 650 G8 15.6""",https://www.oechsle.pe/laptop-hp-probook-650-g8-15-6--1000238824/p,"S/. 10,809.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14 2da Gen 14"" Multi-Touch Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14-2da-gen-14--multi-touch-storm-gray--gris--1000238823/p,"S/. 14,219.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook X360 435 G8 13.3"" Multi-Touch 2-en-1 (edición HP Pro Security con servicio de s... - Laptop HP ProBook X360 435 G8 13.3"" Multi-Touch 2-en-1 (edición HP Pro Security con servicio de seguridad de 1 año)",https://www.oechsle.pe/laptop-hp-probook-x360-435-g8-13-3--multi-touch-2-en-1--edicion-hp-pro-security-con-servicio-de-s----1000238822/p,"S/. 8,259.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Zenbook Flip 13 UX363EA-DH51T 13.3"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-asus-zenbook-flip-13-ux363ea-dh51t-13-3--multi-touch-2-en-1-1000238820/p,"S/. 6,649.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG 14ZT90P-G.AM33U1  14.0"" 1920 X 1080 Panel IPS",https://www.oechsle.pe/laptop-lg-14zt90p-g-am33u1--14-0--1920-x-1080-panel-ips-1000238818/p,"S/. 8,119.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3520 15.6""",https://www.oechsle.pe/laptop-dell-latitude-3520-15-6--1000238816/p,"S/. 4,549.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 445 G9 14""",https://www.oechsle.pe/laptop-hp-probook-445-g9-14--1000238814/p,"S/. 6,929.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit E15 15.6"" Multi-Touch",https://www.oechsle.pe/laptop-msi-summit-e15-15-6--multi-touch-1000238812/p,"S/. 12,349.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 445 G8 14"" (HP Pro Security Edition con servicio de seguridad profesional de 1 ... - Laptop HP ProBook 445 G8 14"" (HP Pro Security Edition con servicio de seguridad profesional de 1 año)",https://www.oechsle.pe/laptop-hp-probook-445-g8-14---hp-pro-security-edition-con-servicio-de-seguridad-profesional-de-1-----1000238808/p,"S/. 7,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 255 G8 15.6""",https://www.oechsle.pe/laptop-hp-255-g8-15-6--1000238807/p,"S/. 4,059.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5420 Multitouch 14""",https://www.oechsle.pe/laptop-dell-latitude-5420-multitouch-14--1000238805/p,"S/. 10,339.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft  Multi-Touch Surface 13.5"" Platinum, Alcantara",https://www.oechsle.pe/laptop-microsoft--multi-touch-surface-13-5--platinum-alcantara-1000238804/p,"S/. 6,239.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 15.6"" Mystic Silver",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-15-6--mystic-silver-1000238802/p,"S/. 7,529.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3420 14""",https://www.oechsle.pe/laptop-dell-latitude-3420-14--1000238801/p,"S/. 7,219.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Acer Travelmate P6 TMP614 14"" Multi-touch",https://www.oechsle.pe/laptop-acer-travelmate-p6-tmp614-14--multi-touch-1000238798/p,"S/. 10,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus S532EQ-DS79 15.6""",https://www.oechsle.pe/laptop-asus-s532eq-ds79-15-6--1000238796/p,"S/. 7,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook 14 G3 ACL 14"" Mineral Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-g3-acl-14--mineral-gray--gris--1000238790/p,"S/. 5,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P 2da Generación 15.6"" con Premier Support de 3 años Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-2da-generacion-15-6--con-premier-support-de-3-a%c3%b1os-negro-1000238787/p,"S/. 11,939.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Acer Travelmate P6 TMP614 14""",https://www.oechsle.pe/laptop-acer-travelmate-p6-tmp614-14--1000238783/p,"S/. 8,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T14s Gen 2 p 14"" Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-t14s-gen-2-p-14--storm-gray--gris--1000238089/p,"S/. 11,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook 15 G2 ITL 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkbook-15-g2-itl-15-6--1000238085/p,"S/. 5,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 835 G8 13.3""",https://www.oechsle.pe/laptop-hp-elitebook-835-g8-13-3--1000238082/p,"S/. 14,189.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 845 G8 Series 14"" (HP Pro Security Edition)",https://www.oechsle.pe/laptop-hp-elitebook-845-g8-series-14---hp-pro-security-edition--1000238079/p,"S/. 13,059.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3320 13.3"" Titan Grey (Gris)",https://www.oechsle.pe/laptop-dell-latitude-3320-13-3--titan-grey--gris--1000238076/p,"S/. 7,919.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 15.6""Portátil Quartz Silver",https://www.oechsle.pe/laptop-lg-gram-15-6-portatil-quartz-silver-1000238073/p,"S/. 10,239.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad  1 14igl05 14"" Ice Blue (Azul)",https://www.oechsle.pe/laptop-lenovo-ideapad--1-14igl05-14--ice-blue--azul--1000238067/p,"S/. 1,939.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook Pro Series 16""",https://www.oechsle.pe/laptop-asus-vivobook-pro-series-16--1000238062/p,"S/. 10,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 850 G8 15.6""",https://www.oechsle.pe/laptop-hp-elitebook-850-g8-15-6--1000238058/p,"S/. 12,009.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8  14"" Multi-Touch",https://www.oechsle.pe/laptop-hp-elitebook-840-g8--14--multi-touch-1000238057/p,"S/. 11,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5521 15.6""",https://www.oechsle.pe/laptop-dell-latitude-5521-15-6--1000238055/p,"S/. 10,279.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 15 G2 ITL 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkbook-15-g2-itl-15-6--1000238054/p,"S/. 6,869.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Samsung Galaxy Book Pro 13.3"" Mystic Silver (Plateado)",https://www.oechsle.pe/laptop-samsung-galaxy-book-pro-13-3--mystic-silver--plateado--1000238052/p,"S/. 5,889.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook 14 G2 14"" Multi-Touch Mineral Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-g2-14--multi-touch-mineral-gray--gris--1000238049/p,"S/. 7,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 Aero G8 14"" Multi-Touch",https://www.oechsle.pe/laptop-hp-elitebook-840-aero-g8-14--multi-touch-1000238046/p,"S/. 14,239.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 845 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-845-g8-14--1000238043/p,"S/. 14,549.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook 15 G2 ITL 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkbook-15-g2-itl-15-6--1000238042/p,"S/. 5,739.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook S15 S533EA-DH74-WH 15.6"" Dreamy White (Blanco)",https://www.oechsle.pe/laptop-asus-vivobook-s15-s533ea-dh74-wh-15-6--dreamy-white--blanco--1000238039/p,"S/. 6,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
